HP 1;HP 10;HP 100;HP 101;HP 102;HP 103;HP 104;HP 106;HP 109;HP 11;HP 110;HP 111;HP 112;HP 113;HP 115;HP 116;HP 117;HP 12;HP 121;HP 122;HP 123;HP 124;HP 125;HP 126;HP 127;HP 128;HP 129;HP 13;HP 130;HP 131;HP 132;HP 133;HP 136;HP 138;HP 139;HP 14;HP 140;HP 141;HP 142;HP 143;HP 144;HP 145;HP 146;HP 15;HP 150;HP 152;HP 153;HP 154;HP 156;HP 157;HP 158;HP 159;HP 16;HP 160;HP 161;HP 162;HP 163;HP 165;HP 166;HP 167;HP 168;HP 17;HP 172;HP 173;HP 174;HP 176;HP 177;HP 178;HP 179;HP 18;HP 180;HP 181;HP 182;HP 184;HP 185;HP 186;HP 187;HP 188;HP 19;HP 192;HP 2;HP 20;HP 21;HP 22;HP 23;HP 24;HP 25;HP 26;HP 27;HP 28;HP 29;HP 30;HP 31;HP 32;HP 33;HP 34;HP 35;HP 36;HP 37;HP 38;HP 39;HP 40;HP 41;HP 42;HP 43;HP 44;HP 45;HP 46;HP 47;HP 48;HP 49;HP 50;HP 51;HP 52;HP 53;HP 54;HP 55;HP 56;HP 57;HP 58;HP 59;HP 6;HP 60;HP 65;HP 67;HP 68;HP 69;HP 7;HP 70;HP 71;HP 72;HP 76;HP 77;HP 8;HP 80;HP 81;HP 82;HP 85;HP 86;HP 87;HP 88;HP 89;HP 9;HP 90;HP 93;HP 95;HP 96;HP 98;HP 99
HP 54;460.591492;74.160286;600.417664;592.297180;613.875244;626.105957;731.206665;757.543335;764.290894;73.751907;574.298706;526.341980;511.657928;511.253357;489.084167;488.587311;488.668030;59.107079;84.147385;101.752121;120.317139;483.011932;517.600830;544.809998;496.809875;531.701294;557.628845;306.298981;665.478699;690.445435;686.995789;668.430786;741.090393;438.599731;490.220032;322.287140;331.472961;813.158081;465.885498;488.790283;652.141418;568.657288;534.847717;247.592377;346.487366;105.353241;138.717484;126.033493;232.144073;167.593216;167.709976;212.128555;230.813385;173.483398;74.302650;54.567177;64.558655;270.607239;3.831192;271.760132;458.208252;259.507263;250.053085;461.803253;441.831848;479.360260;394.065796;829.590698;608.410339;242.854416;596.963928;43.480225;381.655823;576.194702;413.519592;541.785217;544.105103;410.686798;268.217010;255.730042;505.800842;251.656403;297.935211;402.846375;367.319489;342.967560;372.666443;397.018372;516.027649;382.128815;428.154449;413.774994;472.705750;458.326294;556.792480;546.725464;536.133667;524.988770;618.395752;604.830872;567.018005;552.554932;546.459106;569.204041;441.148590;447.094666;463.249298;488.053833;444.510742;635.476196;583.401855;334.788391;351.154419;277.204468;243.096436;0.000000;424.074707;326.750519;484.766083;387.441925;237.116135;189.141403;298.210022;261.174500;435.379303;448.970856;467.791718;146.505432;747.901794;770.616882;800.627563;363.107086;226.283340;62.229591;613.038574;560.762634;585.471130;577.263428;651.620972;553.010498;590.742859;531.273804;77.678833;549.344360;342.904205;223.633804;50.957085;33.220951;578.459473
HP 55;413.666473;365.207336;418.178223;410.057800;431.635864;443.866608;684.281616;710.618286;717.365845;377.507477;564.813965;344.102539;329.418488;329.013916;306.844727;306.347870;306.428589;389.041962;367.112000;349.507263;330.942261;328.336487;362.925415;372.380280;343.185791;378.077209;386.152527;353.496918;618.553650;643.520386;640.070740;621.505737;694.165344;391.674713;443.295013;369.485077;225.436523;766.233032;294.469208;306.550842;605.216370;521.732300;487.922699;444.976654;350.276306;395.246521;361.882263;409.529541;256.616364;256.481445;289.736450;291.292175;428.982513;338.767548;429.773590;407.794617;386.504211;210.755814;420.243469;445.193481;461.997192;432.940613;294.868622;37.728561;17.757149;113.284142;198.578613;782.665649;561.485352;416.941467;414.724548;380.594421;210.988571;393.955231;405.097382;532.300354;534.620239;414.475739;424.138153;555.230408;458.875824;408.139496;393.958252;497.672302;414.517426;437.793488;467.492371;444.216309;520.994202;385.917755;431.943390;417.563934;476.494690;462.115234;547.307617;537.240601;526.648804;515.503906;608.911011;595.346130;557.533264;543.070190;536.974243;559.719177;444.937531;450.883606;467.038239;491.842773;448.299683;625.991455;573.917114;429.614319;445.980347;450.637817;542.596802;424.074646;0.000000;97.324150;107.878326;205.202484;186.958542;268.305023;204.438690;305.990051;11.304604;24.896156;43.717014;310.940979;700.976746;723.691833;753.702515;169.659607;433.598816;415.457031;603.553833;551.277893;575.986389;567.778687;642.136108;543.525635;581.257996;521.788940;403.922546;539.859497;390.102142;523.134155;432.664215;414.928070;396.220062
HP 56;316.342316;267.883179;320.854065;312.733643;334.311707;346.542450;586.957458;613.294128;620.041687;280.183319;467.489746;246.778381;232.094345;231.689758;209.520569;209.023712;209.104431;291.717804;269.787872;252.183136;233.618118;231.012344;265.601257;275.056152;245.861618;280.753021;288.828400;256.172760;521.229492;546.196228;542.746582;524.181580;596.841187;294.350555;345.970856;272.160919;128.112366;668.908813;197.145050;209.226700;507.892181;424.408112;390.598541;347.652496;252.952148;297.922363;264.558136;312.205383;159.292206;159.157288;192.412292;193.968018;331.658356;241.443405;332.449432;310.470459;289.180054;113.431656;322.919312;347.869324;364.673035;335.616455;197.544464;135.052704;115.081299;199.796661;114.502197;685.341492;464.161133;319.617310;317.400391;283.270264;113.664421;296.631104;307.773224;434.976227;437.296112;317.151581;326.813995;457.906219;361.551666;310.815338;296.634094;400.348145;317.193268;340.469330;370.168213;346.892151;423.670044;288.593597;334.619232;320.239777;379.170532;364.791077;449.983551;439.916504;429.324677;418.179779;511.586792;498.021912;460.209045;445.745972;439.650177;462.395111;347.613373;353.559448;369.714081;394.518616;350.975525;528.667236;476.592896;332.290161;348.656189;353.313660;445.272614;326.750488;97.324150;0.000000;205.202484;107.878326;89.634377;170.980865;107.114532;208.665894;108.628754;122.220306;141.041153;213.616837;603.652588;626.367676;656.378357;72.335449;336.274658;318.132874;506.229614;453.953674;478.662170;470.454468;544.811951;446.201538;483.933807;424.464813;306.598389;442.535370;292.777985;425.809998;335.340057;317.603912;298.895905
HP 57;316.243439;425.898804;310.299896;302.179474;323.757507;335.988251;586.858582;613.195251;619.942810;438.198944;467.390869;236.224213;221.540176;221.135590;198.966400;198.469543;198.550262;449.733429;427.803467;410.198730;391.633728;220.458176;255.047104;264.501953;235.307449;270.198853;278.274200;349.502563;521.130615;546.097351;542.647705;524.082703;596.742310;294.251678;345.871979;365.490723;153.293121;668.809937;186.590881;198.672531;507.793304;424.309235;390.499664;440.982330;346.281952;455.937988;422.573730;470.220947;252.622025;317.172882;350.427887;351.983612;424.988159;399.459015;490.465057;468.486084;447.195679;227.383835;480.934937;441.199158;427.087585;428.946289;321.910645;145.606873;125.635475;5.405815;90.700279;685.242615;464.062256;412.947113;306.846222;441.285889;103.110245;286.076904;308.673096;434.877350;437.197235;379.566132;420.143829;615.921753;361.452789;404.145142;389.963898;493.677948;410.523071;433.799133;463.498016;440.221954;486.084595;351.008148;397.033783;382.654327;441.585083;427.205627;449.884674;439.817627;429.225800;418.080902;511.487915;497.923035;460.110168;445.647095;439.551300;462.296234;410.027924;415.973999;432.128632;456.933167;413.390076;528.568359;476.494019;425.619965;441.985962;446.643494;603.288086;484.766113;107.878326;205.202484;0.000000;97.324150;283.553711;328.996460;312.275024;333.032074;119.182930;132.774475;151.595322;371.632446;603.553711;626.268799;656.279480;132.867035;494.290222;476.148499;506.130737;453.854797;478.563293;470.355591;544.713074;446.102661;483.834930;424.365936;464.614014;442.436493;386.107788;583.825500;493.355682;475.619537;288.341736
HP 58;218.919266;328.574646;212.975723;204.855286;226.433350;238.664078;489.534393;515.871094;522.618652;340.874786;370.066711;138.900055;124.216003;123.811432;101.642242;101.145393;101.226105;352.409271;330.479309;312.874573;294.309570;123.134018;157.722946;167.177795;137.983292;172.874710;180.950043;252.178436;423.806458;448.773193;445.323547;426.758545;499.418152;196.927505;248.547806;268.166595;55.968979;571.485840;89.266724;101.348373;410.469147;326.985046;293.175476;343.658173;248.957825;358.613831;325.249573;372.896851;155.297882;219.848740;253.103745;254.659470;327.664032;302.134857;393.140900;371.161926;349.871521;130.059677;383.610779;343.875000;329.763428;331.622131;224.586533;242.931030;222.959625;91.918335;6.623871;587.918457;366.738098;315.622986;209.522034;343.961731;5.786092;188.752731;211.348938;337.553192;339.873077;282.241974;322.819672;518.597717;264.128601;306.821014;292.639771;396.353821;313.198944;336.475006;366.173889;342.897827;388.760437;253.683990;299.709625;285.330170;344.260925;329.881470;352.560516;342.493469;331.901642;320.756744;414.163757;400.598877;362.786011;348.322937;342.227142;364.972076;312.703766;318.649841;334.804474;359.609009;316.065918;431.244202;379.169861;328.295837;344.661865;349.319336;505.964081;387.441956;205.202469;107.878326;97.324150;0.000000;186.229538;231.672318;214.950867;235.707962;216.507080;230.098633;248.919479;274.308289;506.229553;528.944641;558.955322;35.542877;396.966125;378.824341;408.806580;356.530640;381.239136;373.031433;447.388947;348.778503;386.510773;327.041779;367.289856;345.112335;288.783661;486.501465;396.031525;378.295380;191.017548
HP 59;318.448486;178.248840;399.205261;391.084839;412.662903;424.893646;589.063660;615.400330;622.147888;190.548981;469.595917;325.129578;310.445526;310.040955;287.871765;287.374908;287.455627;202.083450;180.153488;162.548752;143.983734;281.799530;316.388458;343.597595;295.597473;330.488892;356.416412;202.773773;523.335693;548.302429;544.852783;526.287781;598.947388;296.456726;348.077026;218.761932;130.260559;671.015015;264.673096;287.577881;509.998383;426.514282;392.704712;267.949341;241.784546;208.287994;174.923752;222.571030;90.001076;69.522911;102.777916;104.333641;251.170349;151.809021;242.815094;220.836121;199.545685;67.366913;233.284927;292.117096;353.505432;279.864227;107.910088;224.687103;204.715698;278.147858;192.853394;687.447693;466.267334;263.211395;395.751587;193.635895;180.443436;374.982269;308.816772;437.082397;439.402283;305.983978;273.415009;368.271820;363.657837;257.416351;243.235107;346.949188;263.794281;287.070374;316.769257;293.493164;412.502441;277.425995;323.451630;309.072174;368.002930;353.623474;452.089722;442.022675;431.430847;420.285950;513.692993;500.128082;462.315216;447.852142;441.756348;464.501282;336.445770;342.391846;358.546478;383.351013;339.807922;530.773438;478.699066;278.891205;295.257202;297.561432;355.638214;237.116119;186.958542;89.634384;283.553680;186.229523;0.000000;81.346489;61.093910;119.031517;198.263153;211.854706;230.675552;123.982460;605.758789;628.473877;658.484558;161.883713;246.640305;228.498535;508.335785;456.059845;480.768341;472.560638;546.918091;448.307709;486.039978;426.570984;216.964050;444.641541;239.378998;336.175598;245.705704;227.969574;377.247101
HP 6;275.845764;149.329193;444.648041;436.527618;458.105652;470.336395;575.437012;601.773682;608.521240;137.029053;388.249420;370.572357;355.888306;355.483765;333.314575;332.817688;332.898407;153.326889;104.994019;87.389282;68.824265;327.242310;361.831238;389.040375;341.040253;375.931671;401.859192;121.427292;509.709045;534.675781;531.226135;512.661133;585.320740;282.830078;334.450378;137.415451;175.703339;636.987671;310.115875;333.020691;496.371735;412.887634;379.078064;186.602875;160.438065;126.941513;93.577271;141.224548;76.374435;55.896271;21.431427;22.987152;169.823883;70.462540;170.765961;148.786987;159.779419;114.837578;185.310196;210.770615;272.158936;198.517746;94.283447;306.033600;286.062195;323.590637;238.296173;673.821045;452.640686;181.864914;441.194366;180.009247;225.886215;420.425049;227.470291;355.735901;358.055786;224.637497;192.068542;286.925385;333.572083;176.069885;161.888626;265.602722;182.447800;205.723892;235.422775;212.146683;331.155945;196.079514;242.105148;227.725693;286.656433;272.276978;370.743225;360.676178;350.084351;338.939453;432.346466;418.781586;380.968719;366.505646;360.409851;383.154785;255.099289;261.045349;277.199982;302.004517;258.461426;449.426910;397.352570;197.544724;213.910736;216.214951;274.291779;189.141388;268.305054;170.980865;328.996460;231.672302;81.346489;0.000000;142.440399;105.404877;279.609650;293.201202;312.022064;42.635971;592.132141;614.847229;644.857910;207.337479;165.293823;156.449402;426.989288;374.713348;399.421844;391.214142;465.571655;366.961212;404.693481;345.224487;141.804581;363.295044;158.032516;254.829163;173.656570;155.920441;422.689880
HP 60;379.542419;239.342743;427.926605;419.806183;441.384216;453.614960;650.157593;676.494263;683.241821;251.642883;530.689819;353.850922;339.166870;338.762329;316.593140;316.096252;316.176971;263.177368;241.247406;223.642670;205.077652;338.084869;372.673798;382.128662;352.934174;387.825592;395.900909;263.867676;584.429626;609.396362;605.946716;587.381714;660.041321;357.550659;409.170959;279.855835;191.354462;732.109009;304.217590;316.299255;571.092346;487.608215;453.798645;329.043274;302.878448;269.381897;236.017670;283.664917;151.094986;130.616821;163.871826;165.427551;312.264282;212.902939;303.909027;281.930054;260.639587;84.891190;294.378845;353.211029;414.599335;340.958160;169.003998;242.167236;222.195831;306.869202;221.574738;748.541626;527.361267;324.305328;424.472931;254.729797;220.736954;403.703613;369.910675;498.176300;500.496185;367.077881;334.508942;429.365753;424.751770;318.510254;304.329010;408.043060;324.888184;348.164246;377.863129;354.587067;473.596344;338.519897;384.545532;370.166077;429.096832;414.717377;513.183594;503.116577;492.524750;481.379852;574.786865;561.221985;523.409119;508.946045;502.850250;525.595154;397.539673;403.485748;419.640381;444.444916;400.901825;591.867310;539.792969;339.985077;356.351074;358.655365;416.732147;298.210022;204.438675;107.114532;312.275024;214.950867;61.093910;142.440399;0.000000;180.125427;215.743286;229.334839;248.155685;185.076370;666.852722;689.567810;719.578491;179.407990;307.734192;289.592468;569.429688;517.153748;541.862244;533.654541;608.011963;509.401611;547.133911;487.664886;278.057953;505.735443;300.472900;397.269531;306.799652;289.063507;405.968445
HP 65;298.045349;202.307220;448.683685;440.563263;462.141296;474.372040;579.472656;605.809326;612.556885;214.607361;410.449005;374.608002;359.923950;359.519409;337.350220;336.853333;336.934052;226.141830;204.211884;186.607147;168.042130;331.277954;365.866882;393.076019;345.075897;379.967316;405.894836;143.626846;513.744690;538.711426;535.261780;516.696777;589.356384;286.865723;338.486023;159.615005;179.738983;659.187256;314.151520;337.056335;500.407379;416.923279;383.113708;235.106613;182.637619;219.997238;186.632996;197.073486;80.410080;93.581299;126.836304;114.070526;219.112457;151.867081;248.804321;244.894501;223.604065;152.522614;257.343323;235.323441;294.358490;223.070572;11.121429;343.718597;323.747192;327.626282;242.331818;677.856689;456.676331;207.071426;445.230011;217.694275;229.921860;424.460693;249.669846;377.935455;380.255341;246.837051;214.268097;342.774323;354.066833;198.269440;184.088181;287.802246;204.647354;227.923447;257.622314;234.346237;353.355499;218.279068;264.304688;249.925247;308.855988;294.476532;392.942780;382.875732;372.283905;361.139008;454.546051;440.981171;403.168304;388.705231;382.609406;405.354340;277.298828;283.244904;299.399536;324.204071;280.660980;471.626495;419.552155;219.744278;236.110291;240.767776;330.140717;261.174500;305.990051;208.665894;333.032104;235.707947;119.031517;105.404877;180.125427;0.000000;317.294647;330.886200;349.707062;148.040848;596.167786;618.882874;648.893555;211.373123;221.142761;252.556915;449.188873;396.912933;421.621429;413.413727;487.771240;389.160767;426.893036;367.424042;241.022446;385.494598;180.232071;310.678101;269.764099;252.027954;426.725525
HP 67;424.971069;376.511963;429.482819;421.362396;442.940430;455.171173;695.586243;721.922913;728.670471;388.812103;576.118530;355.407135;340.723083;340.318542;318.149353;317.652466;317.733185;400.346588;378.416626;360.811890;342.246887;339.641083;374.230011;383.684875;354.490387;389.381805;397.457123;364.801514;629.858276;654.825012;651.375366;632.810364;705.469971;402.979309;454.599609;380.789673;236.741119;777.537598;305.773804;317.855469;616.520996;533.036865;499.227295;456.281281;361.580902;406.551147;373.186890;420.834167;267.920959;267.786041;301.041046;302.596771;440.287109;350.072174;441.078217;419.099243;397.808838;222.060410;431.548096;456.498108;473.301788;444.245239;306.173218;26.423958;6.452545;124.588745;209.883209;793.970276;572.789917;428.246063;426.029144;391.899048;222.293167;405.259827;416.401978;543.604980;545.924866;425.780334;435.442780;566.535034;470.180420;419.444092;405.262848;508.976898;425.822021;449.098083;478.796967;455.520905;532.298767;397.222351;443.247986;428.868530;487.799286;473.419830;558.612305;548.545288;537.953430;526.808533;620.215576;606.650696;568.837830;554.374756;548.278931;571.023865;456.242126;462.188202;478.342834;503.147369;459.604279;637.296021;585.221680;440.918915;457.284912;461.942444;553.901367;435.379272;11.304604;108.628754;119.182930;216.507080;198.263138;279.609619;215.743286;317.294647;0.000000;13.591553;32.412411;322.245605;712.281372;734.996460;765.007141;180.964203;444.903442;426.761658;614.858398;562.582458;587.290955;579.083252;653.440674;554.830322;592.562683;533.093567;415.227173;551.164124;401.406738;534.438782;443.968842;426.232697;407.524658
HP 68;438.562622;390.103516;443.074371;434.953949;456.531982;468.762726;709.177795;735.514465;742.262024;402.403656;589.710083;368.998688;354.314636;353.910095;331.740906;331.244019;331.324738;413.938141;392.008179;374.403442;355.838440;353.232635;387.821564;397.276428;368.081940;402.973358;411.048676;378.393066;643.449829;668.416565;664.966919;646.401917;719.061523;416.570862;468.191162;394.381226;250.332672;791.129150;319.365356;331.447021;630.112549;546.628418;512.818848;469.872833;375.172455;420.142700;386.778442;434.425720;281.512512;281.377594;314.632599;316.188324;453.878662;363.663727;454.669769;432.690796;411.400391;235.651962;445.139648;470.089661;486.893341;457.836792;319.764771;12.832405;7.139008;138.180298;223.474762;807.561829;586.381470;441.837616;439.620697;405.490601;235.884720;418.851379;429.993530;557.196533;559.516418;439.371887;449.034332;580.126587;483.771973;433.035645;418.854401;522.568481;439.413574;462.689636;492.388519;469.112457;545.890320;410.813904;456.839539;442.460083;501.390839;487.011383;572.203857;562.136841;551.544983;540.400085;633.807129;620.242249;582.429382;567.966309;561.870483;584.615417;469.833679;475.779755;491.934387;516.738892;473.195831;650.887573;598.813232;454.510468;470.876465;475.533997;567.492920;448.970825;24.896156;122.220306;132.774475;230.098633;211.854691;293.201172;229.334839;330.886200;13.591553;0.000000;18.820858;335.837158;725.872925;748.588013;778.598694;194.555756;458.494995;440.353210;628.449951;576.174011;600.882507;592.674805;667.032227;568.421875;606.154236;546.685120;428.818726;564.755676;414.998291;548.030334;457.560394;439.824249;421.116211
HP 69;457.383484;408.924377;461.895233;453.774811;475.352844;487.583588;727.998657;754.335327;761.082886;421.224518;608.530884;387.819550;373.135498;372.730957;350.561768;350.064880;350.145599;432.759003;410.829041;393.224304;374.659302;372.053497;406.642426;416.097290;386.902802;421.794220;429.869537;397.213928;662.270691;687.237427;683.787781;665.222778;737.882385;435.391724;487.012024;413.202087;269.153534;809.950073;338.186218;350.267883;648.933411;565.449280;531.639709;488.693695;393.993317;438.963562;405.599304;453.246582;300.333374;300.198456;333.453461;335.009186;472.699524;382.484589;473.490631;451.511658;430.221252;254.472824;463.960510;488.910522;505.714203;476.657654;338.585632;5.988454;25.959866;157.001160;242.295624;826.382690;605.202332;460.658478;458.441559;424.311462;254.705582;437.672241;448.814392;576.017395;578.337280;458.192749;467.855194;598.947388;502.592834;451.856506;437.675262;541.389282;458.234436;481.510498;511.209381;487.933319;564.711182;429.634766;475.660400;461.280945;520.211670;505.832245;591.024658;580.957642;570.365845;559.220947;652.627930;639.063049;601.250183;586.787109;580.691284;603.436218;488.654541;494.600616;510.755249;535.559753;492.016693;669.708374;617.634033;473.331329;489.697327;494.354858;586.313721;467.791687;43.717014;141.041168;151.595337;248.919495;230.675552;312.022034;248.155701;349.707062;32.412411;18.820858;0.000000;354.658020;744.693787;767.408875;797.419556;213.376617;477.315857;459.174072;647.270752;594.994812;619.703308;611.495605;685.853149;587.242676;624.975037;565.505981;447.639587;583.576538;433.819153;566.851135;476.381256;458.645111;439.937073
HP 7;318.481750;106.693222;487.284058;479.163635;500.741699;512.972412;618.072998;644.409668;651.157227;94.393082;430.885406;413.208374;398.524323;398.119751;375.950562;375.453705;375.534424;110.690926;62.358047;44.753311;26.188293;369.878265;404.467194;431.676331;383.676208;418.567627;444.495148;164.063263;552.345032;577.311768;573.862122;555.297119;627.956726;325.466064;377.086365;180.051422;218.339310;679.623657;352.751831;375.656677;539.007751;455.523621;421.714050;143.966904;203.074036;84.305542;50.941299;98.588577;119.010406;54.459549;21.204544;65.623123;127.187912;27.826569;128.130005;106.151024;117.143456;157.473541;142.674240;168.134644;314.794922;155.881775;136.919418;348.669525;328.698120;366.226654;280.932190;716.457031;495.276672;139.228943;483.830383;137.373291;268.522217;463.061066;270.106262;398.371887;400.691772;267.273468;164.591537;244.289429;376.208069;148.030930;194.309708;299.220856;225.083771;239.342056;269.040924;254.782654;373.791931;238.715485;284.741119;270.361664;329.292419;314.912964;413.379211;403.312164;392.720337;381.575439;474.982452;461.417572;423.604706;409.141632;403.045837;425.790771;297.735260;303.681335;319.835968;344.640503;301.097412;492.062897;439.988556;231.162888;247.528900;173.578979;231.655823;146.505432;310.940979;213.616837;371.632477;274.308319;123.982460;42.635971;185.076370;148.040848;322.245575;335.837128;354.657990;0.000000;634.768127;657.483215;687.493896;249.973450;122.657852;113.813438;469.625275;417.349335;442.057831;433.850128;508.207642;409.597198;447.329468;387.860474;99.168610;405.931030;200.668488;212.193192;131.020615;113.284477;465.325897
HP 70;397.495087;689.034424;563.736755;555.616272;577.194336;576.885254;35.978188;9.641518;102.503830;701.334595;396.130066;489.661072;474.976990;474.572449;452.403259;451.906372;451.987091;712.869080;690.939148;673.334412;654.769409;434.089264;468.678192;495.887329;435.692688;470.584106;496.511627;612.638184;82.423096;57.456364;60.905994;120.442055;6.811401;309.302032;257.681732;628.626343;475.540222;493.983856;416.962830;452.109375;95.760391;249.483124;287.704437;704.117920;591.472900;719.073669;685.709412;733.356628;515.757690;580.308594;613.563599;615.119263;688.123779;662.594727;753.600708;731.621765;710.331299;582.036621;744.070557;704.334778;584.170471;692.081909;585.046326;738.705322;718.733887;598.147827;512.853394;95.130295;289.236145;676.082764;560.283020;704.421509;512.015625;526.476013;445.870575;488.450165;490.770050;536.648987;683.279419;879.057495;382.127167;667.280762;653.099487;756.813599;673.658691;696.934814;726.633667;703.357544;643.167480;508.091003;554.116638;568.496094;598.667969;613.047363;503.457489;493.390442;482.798615;471.653717;440.227112;426.662231;388.849365;374.386292;493.124115;515.869019;505.605347;573.056885;589.211548;614.016052;570.472961;457.307556;405.233215;688.755615;705.121643;709.779114;866.423828;747.901733;700.976685;603.652588;603.553650;506.229553;605.758789;592.132141;666.852722;596.167725;712.281311;725.872925;744.693787;634.768127;0.000000;22.715071;66.167160;531.317139;757.425964;739.284180;434.869934;382.593994;407.302490;399.094788;474.947205;499.675476;537.407776;477.938751;727.749756;496.009308;649.243408;846.961243;756.491394;738.755249;541.778564
HP 71;420.210144;711.749512;586.451843;578.331360;599.909424;599.600281;39.410225;13.073553;125.218910;724.049683;418.845123;512.376038;497.692047;497.287476;475.118286;474.621429;474.702148;735.584167;713.654236;696.049500;677.484497;456.804321;491.393250;518.602417;458.407745;493.299164;519.226685;635.353271;105.138168;80.171432;83.621063;143.157120;29.526472;332.017090;280.396790;651.341431;498.255280;516.698975;439.677887;474.824402;118.475456;272.198181;310.419495;726.833008;614.187866;741.788757;708.424500;756.071716;538.472778;603.023682;636.278687;637.834351;710.838867;685.309814;776.315796;754.336853;733.046387;604.751587;766.785645;727.049866;606.885437;714.796997;607.761414;761.420410;741.448975;620.862915;535.568481;117.845367;311.951233;698.797852;582.998108;727.136597;534.730652;549.191040;468.585632;511.165222;513.485107;559.364014;705.994507;901.772583;404.842224;689.995850;675.814575;779.528687;696.373779;719.649902;749.348755;726.072632;665.882446;530.806030;576.831665;591.211121;621.382935;635.762390;526.172485;516.105469;505.513672;494.368774;462.942169;449.377289;411.564423;397.101349;515.839172;538.584045;528.320435;595.771851;611.926514;636.731018;593.187927;480.022614;427.948273;711.470703;727.836731;732.494202;889.138916;770.616821;723.691772;626.367676;626.268738;528.944580;628.473877;614.847229;689.567810;618.882812;734.996399;748.588013;767.408875;657.483215;22.715071;0.000000;88.882240;554.032227;780.141052;761.999268;457.584991;405.309052;430.017548;421.809845;497.662262;522.390503;560.122803;500.653809;750.464844;518.724365;671.958496;869.676331;779.206482;761.470337;564.493652
HP 72;450.220886;741.760254;616.462585;608.342102;629.920166;629.611023;102.145348;75.808678;36.336670;754.060425;448.855865;542.386780;527.702820;527.298218;505.129028;504.632172;504.712891;765.594910;743.664978;726.060242;707.495239;486.815063;521.403992;548.613159;488.418488;523.309875;549.237427;665.364014;148.590256;123.623520;127.073151;132.196793;72.978561;362.027832;310.407532;681.352173;528.265991;546.709717;469.688629;504.835144;156.878448;302.208923;340.430237;756.843750;644.198608;771.799500;738.435242;786.082458;568.483521;633.034424;666.289429;667.845093;740.849609;715.320557;806.326538;784.347595;763.057129;634.762329;796.796387;757.060608;636.896179;744.807739;637.772156;791.431030;771.459595;650.873657;565.579224;28.963135;341.961975;728.808594;613.008850;757.147339;564.741394;579.201782;498.596375;541.175964;543.495850;589.374756;736.005249;931.783325;434.852966;720.006592;705.825317;809.539429;726.384521;749.660645;779.359497;756.083374;695.893188;560.816772;606.842407;621.221802;651.393677;665.773071;556.183228;546.116211;535.524414;524.379517;492.952911;479.388031;441.575165;427.112091;545.849854;568.594788;558.331177;625.782593;641.937256;666.741760;623.198669;510.033356;457.959015;741.481445;757.847473;762.504944;919.149658;800.627563;753.702393;656.378296;656.279480;558.955322;658.484619;644.857971;719.578552;648.893555;765.007019;778.598633;797.419495;687.493958;66.167160;88.882233;0.000000;584.042908;810.151794;792.010010;487.595734;435.319794;460.028290;451.820587;527.672974;552.401245;590.133545;530.664551;780.475586;548.735107;701.969238;899.687073;809.217224;791.481079;594.504395
HP 76;244.006851;304.239807;248.518616;240.398178;261.976227;274.206970;514.622009;540.958679;547.706238;316.539948;395.154266;174.442932;159.758896;159.354309;137.185120;136.688263;136.768982;328.074432;306.144470;288.539734;269.974731;158.676895;193.265823;202.720688;173.526169;208.417587;216.492935;227.843597;448.894043;473.860779;470.411133;451.846130;524.505737;222.015091;273.635376;243.831757;55.776920;596.573364;124.809601;136.891251;435.556732;352.072632;318.263062;319.323334;224.622986;334.278992;300.914734;348.562012;130.963043;195.513901;228.768906;230.324631;303.329193;277.800018;368.806061;346.827087;325.536682;94.516800;359.275940;319.540161;336.343872;307.287292;200.251694;207.388153;187.416748;127.461212;42.166748;613.006042;391.825684;291.288147;245.064926;319.626892;41.328968;224.295624;235.437775;362.640747;364.960632;288.822418;298.484833;494.262848;289.216187;282.486176;268.304932;372.018982;288.864105;312.140167;341.839050;318.562988;395.340881;260.264435;306.290070;291.910614;350.841370;336.461914;377.648071;367.581024;356.989197;345.844299;439.251312;425.686432;387.873566;373.410492;367.314697;390.059631;319.284210;325.230286;341.384918;366.189453;322.646362;456.331757;404.257416;303.960999;320.327026;324.984497;481.629242;363.107117;169.659592;72.335449;132.867035;35.542877;161.883713;207.337479;179.407990;211.373123;180.964203;194.555756;213.376602;249.973450;531.317139;554.032227;584.042908;0.000000;372.631287;354.489502;433.894135;381.618195;406.326691;398.118988;472.476501;373.866058;411.598328;352.129333;342.955017;370.199890;264.448822;462.166626;371.696686;353.960541;226.560440
